City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
305,Sinnamary,GF,2020-02-17 21:16:38,5.38,-52.95,79.14,79,95,16.71
306,Henderson,US,2020-02-17 21:11:41,36.04,-114.98,69.8,20,1,8.05
307,Rio Grande,BR,2020-02-17 21:14:16,-32.03,-52.1,95.0,47,100,9.17
308,Kushima,JP,2020-02-17 21:16:39,31.46,131.23,35.6,80,90,17.22
309,Victoria,HK,2020-02-17 21:15:12,22.29,114.16,55.4,37,0,10.29
310,Yulara,AU,2020-02-17 21:16:39,-25.24,130.99,80.6,42,0,12.75
311,Sigmaringen,DE,2020-02-17 21:16:40,48.08,9.22,46.0,81,100,10.29
312,Hofn,IS,2020-02-17 21:14:19,64.25,-15.21,40.21,60,100,17.67
313,Barra Patuca,HN,2020-02-17 21:16:40,15.8,-84.28,79.95,78,82,15.93
314,Ambagarh Chauki,IN,2020-02-17 21:16:40,20.78,80.72,64.38,25,0,4.68
315,San Patricio,MX,2020-02-17 21:16:41,19.22,-104.7,80.6,78,5,17.22
316,Rorvik,NO,2020-02-17 21:16:41,64.86,11.24,42.8,81,75,20.8
317,Tautira,PF,2020-02-17 21:16:41,-17.73,-149.15,87.8,66,20,6.93
318,Loa Janan,ID,2020-02-17 21:16:41,-0.58,117.09,72.52,98,100,1.16
319,Mehran,IR,2020-02-17 21:16:41,33.12,46.16,46.4,61,0,4.7
320,Lovozero,RU,2020-02-17 21:16:42,68.0,35.01,25.2,80,88,15.55
321,Cayenne,GF,2020-02-17 21:14:35,4.93,-52.33,82.4,74,90,12.75
322,Road Town,VG,2020-02-17 21:15:24,18.42,-64.62,82.4,69,40,10.29
323,Berlevag,NO,2020-02-17 21:15:34,70.86,29.09,35.6,74,75,34.45
324,Taoudenni,ML,2020-02-17 21:16:42,22.68,-3.98,75.88,11,6,13.8
325,Trelew,AR,2020-02-17 21:16:43,-43.25,-65.31,72.48,18,4,11.65
326,San Nicolas,PH,2020-02-17 21:16:43,18.17,120.6,71.62,75,0,13.87
327,Ankang,CN,2020-02-17 21:16:44,32.68,109.02,36.61,54,67,2.15
328,Jaguaruna,BR,2020-02-17 21:16:44,-28.61,-49.03,80.02,74,33,3.83
329,Abu Samrah,SY,2020-02-17 21:16:44,35.3,37.18,45.46,86,1,6.44
330,Ambilobe,MG,2020-02-17 21:16:44,-13.2,49.05,76.46,91,100,2.84
331,Tateyama,JP,2020-02-17 21:16:44,34.98,139.87,44.01,65,20,5.82
332,Mudgee,AU,2020-02-17 21:16:25,-32.59,149.59,64.0,100,90,2.04
333,Tazovskiy,RU,2020-02-17 21:16:45,67.47,78.7,5.59,92,94,19.01
334,La Romana,DO,2020-02-17 21:13:42,18.43,-68.97,84.2,58,40,13.87
335,Gallup,US,2020-02-17 21:16:45,35.53,-108.74,55.4,30,90,14.99
336,Berbera,SO,2020-02-17 21:16:45,10.44,45.01,76.57,81,0,9.86
337,Acarau,BR,2020-02-17 21:16:46,-2.89,-40.12,78.6,86,100,4.72
338,Moyale,KE,2020-02-17 21:16:46,3.52,39.06,81.32,47,69,3.53
339,Alugan,PH,2020-02-17 21:16:46,12.22,125.48,77.41,82,42,16.96
340,Piacabucu,BR,2020-02-17 21:16:46,-10.41,-36.43,81.68,76,97,10.29
341,Churapcha,RU,2020-02-17 21:16:47,62.0,132.43,-16.76,99,95,0.38
342,Batticaloa,LK,2020-02-17 21:16:47,7.71,81.69,67.78,91,47,1.74
343,Huarmey,PE,2020-02-17 21:16:47,-10.07,-78.15,80.91,56,18,9.06
344,Laguna,US,2020-02-17 21:16:47,38.42,-121.42,73.4,18,1,19.46
345,Mwingi,KE,2020-02-17 21:16:47,-0.93,38.06,69.93,79,0,2.13
346,Bilibino,RU,2020-02-17 21:14:47,68.05,166.44,-25.02,99,78,2.01
347,Rivera,UY,2020-02-17 21:16:48,-30.91,-55.55,86.09,59,98,5.97
348,Tezu,IN,2020-02-17 21:16:48,27.92,96.17,59.22,83,100,6.04
349,Abnub,EG,2020-02-17 21:16:48,27.27,31.15,55.4,71,0,11.41
350,Charlestown,AU,2020-02-17 21:16:48,-32.95,151.67,70.0,100,75,2.24
351,Cururupu,BR,2020-02-17 21:16:49,-1.83,-44.87,77.88,96,100,2.57
352,Mehamn,NO,2020-02-17 21:16:49,71.04,27.85,35.6,69,75,28.86
353,Seredka,RU,2020-02-17 21:16:49,58.16,28.19,41.0,82,64,17.9
354,Salalah,OM,2020-02-17 21:16:49,17.02,54.09,73.4,64,0,3.36
355,Bandar-E Lengeh,IR,2020-02-17 21:16:50,26.56,54.88,73.49,49,100,11.32
356,Lata,PT,2020-02-17 21:16:50,40.16,-8.33,53.01,81,20,5.82
357,Tres Arroyos,AR,2020-02-17 21:16:29,-38.37,-60.28,72.39,72,95,17.87
358,Cairo,EG,2020-02-17 21:16:43,30.06,31.25,55.4,76,0,6.93
359,Ilulissat,GL,2020-02-17 21:14:53,69.22,-51.1,8.6,65,70,5.82
360,Meulaboh,ID,2020-02-17 21:16:50,4.14,96.13,80.53,83,12,6.98
361,Gaya,IN,2020-02-17 21:16:51,24.78,85.0,58.32,60,0,6.55
362,Kathu,TH,2020-02-17 21:16:51,7.92,98.33,77.0,83,20,4.7
363,Nuuk,GL,2020-02-17 21:16:16,64.18,-51.72,12.2,72,40,17.22
364,Tres Lagoas,BR,2020-02-17 21:16:51,-20.75,-51.68,88.11,72,73,1.99
365,Singaraja,ID,2020-02-17 21:16:52,-8.11,115.09,82.15,68,100,1.45
366,Turbana,CO,2020-02-17 21:16:52,10.27,-75.44,89.6,59,86,14.99
367,San Cristobal,VE,2020-02-17 21:15:24,7.77,-72.22,91.4,46,20,13.87
368,Charters Towers,AU,2020-02-17 21:16:52,-20.1,146.27,77.04,86,0,5.79
369,Vardo,NO,2020-02-17 21:12:13,70.37,31.11,32.0,77,75,21.92
370,Santa Vitoria Do Palmar,BR,2020-02-17 21:16:53,-33.52,-53.37,82.08,66,100,9.64
371,Coquimbo,CL,2020-02-17 21:15:12,-29.95,-71.34,68.0,64,0,14.99
372,Yatou,CN,2020-02-17 21:16:53,37.15,122.38,28.29,70,0,10.47
373,Manturovo,RU,2020-02-17 21:16:53,58.34,44.76,36.55,91,100,14.38
374,Norman Wells,CA,2020-02-17 21:14:53,65.28,-126.83,-16.6,62,20,2.24
375,Jiaocheng,CN,2020-02-17 21:14:05,24.68,116.14,38.19,82,0,3.69
376,Juybar,IR,2020-02-17 21:16:54,36.64,52.91,44.6,93,90,2.24
377,Slavutych,UA,2020-02-17 21:16:54,51.52,30.73,40.19,84,100,6.4
378,Xingcheng,CN,2020-02-17 21:16:54,40.62,120.72,21.2,57,0,3.36
379,Touros,BR,2020-02-17 21:14:02,-5.2,-35.46,82.4,78,40,12.75
380,Itamaraca,BR,2020-02-17 21:16:55,-7.75,-34.83,86.0,70,40,12.75
381,Luena,AO,2020-02-17 21:16:55,-11.78,19.92,64.63,92,100,4.25
382,Virarajendrapet,IN,2020-02-17 21:16:55,12.2,75.8,77.0,94,20,3.36
383,Alyangula,AU,2020-02-17 21:14:05,-13.85,136.42,78.8,94,63,4.7
384,Grand Falls,CA,2020-02-17 21:16:56,47.05,-67.74,17.6,47,1,9.17
385,Kariba,ZW,2020-02-17 21:16:56,-16.52,28.8,70.93,93,57,3.0
386,Talnakh,RU,2020-02-17 21:16:56,69.49,88.4,10.4,85,40,24.61
387,Labuan,MY,2020-02-17 21:16:56,5.28,115.24,80.6,83,75,6.93
388,Kismayo,SO,2020-02-17 21:16:57,-0.36,42.55,80.91,84,0,14.76
389,Galle,LK,2020-02-17 21:16:57,6.04,80.22,77.56,85,23,11.63
390,Lannion,FR,2020-02-17 21:15:36,48.75,-3.42,45.0,81,0,14.99
391,Mandalgovi,MN,2020-02-17 21:16:57,45.76,106.27,7.86,89,100,10.92
392,Zharkent,KZ,2020-02-17 21:16:57,44.16,80.0,24.48,88,92,8.77
393,Sari,IR,2020-02-17 21:15:31,36.56,53.06,44.6,93,90,2.24
394,Leningradskiy,RU,2020-02-17 21:16:58,69.38,178.42,-16.51,90,86,2.86
395,Port Hardy,CA,2020-02-17 21:16:59,50.7,-127.42,41.0,86,75,3.36
396,Itaituba,BR,2020-02-17 21:16:59,-4.28,-55.98,79.79,95,100,4.5
397,Little Current,CA,2020-02-17 21:16:59,45.98,-81.92,24.01,62,1,13.87
398,Poum,NC,2020-02-17 21:14:27,-20.23,164.02,80.67,79,6,17.11
399,Broken Hill,AU,2020-02-17 21:16:59,-31.95,141.43,78.8,19,69,9.17
400,Tias,ES,2020-02-17 21:17:00,28.96,-13.64,66.2,82,20,19.46
401,Saint Stephen,GB,2020-02-17 21:17:00,50.33,-4.9,45.0,75,90,14.99
402,Lumeje,AO,2020-02-17 21:17:00,-11.55,20.78,68.16,90,49,4.88
403,Airai,TL,2020-02-17 21:14:07,-8.93,125.41,66.9,90,7,3.6
404,Riyadh,SA,2020-02-17 21:16:19,24.69,46.72,66.2,25,100,3.36
405,Arica,CL,2020-02-17 21:17:01,-18.48,-70.3,77.0,61,42,13.87
406,Coolum Beach,AU,2020-02-17 21:16:26,-26.53,153.1,78.01,92,67,2.33
407,Palmer,US,2020-02-17 21:17:02,42.16,-72.33,45.0,32,40,12.75
408,Xai-Xai,MZ,2020-02-17 21:17:02,-25.05,33.64,75.63,93,0,3.6
409,Goundam,ML,2020-02-17 21:17:02,16.41,-3.67,79.09,9,17,12.12
410,Acolla,PE,2020-02-17 21:17:02,-11.73,-75.55,51.76,74,68,9.08
411,Sawakin,SD,2020-02-17 21:17:03,19.11,37.33,75.2,73,52,4.7
412,Elko,US,2020-02-17 21:17:03,41.0,-115.5,35.6,34,75,16.11
413,Bara,NG,2020-02-17 21:17:03,10.37,10.73,75.54,18,74,9.48
414,Lasa,IT,2020-02-17 21:15:25,46.62,10.7,46.4,70,75,2.24
415,Ahipara,NZ,2020-02-17 21:17:04,-35.17,173.17,69.06,80,57,5.55
416,Doha,QA,2020-02-17 21:16:58,25.29,51.53,68.0,77,100,2.24
417,Desnogorsk,RU,2020-02-17 21:17:04,54.15,33.28,38.52,88,100,11.43
418,Mana,GF,2020-02-17 21:13:57,5.66,-53.78,80.02,70,65,6.06
419,El Puente,HN,2020-02-17 21:17:05,13.28,-87.12,91.65,28,0,10.09
420,Havelock,US,2020-02-17 21:17:05,34.88,-76.9,62.6,55,1,10.29
421,Opuwo,NA,2020-02-17 21:17:05,-18.06,13.84,74.82,39,100,6.06
422,Siverek,TR,2020-02-17 21:17:05,37.76,39.32,41.0,75,75,8.05
423,Puri,IN,2020-02-17 21:17:06,19.8,85.85,71.6,100,0,5.66
424,Anadyr,RU,2020-02-17 21:17:06,64.75,177.48,-18.0,75,100,13.42
425,Taree,AU,2020-02-17 21:17:06,-31.9,152.47,68.0,100,3,3.36
426,Kaduqli,SD,2020-02-17 21:17:06,11.02,29.72,79.05,17,0,13.62
427,Tahlequah,US,2020-02-17 21:17:06,35.92,-94.97,73.4,68,90,3.36
428,Vanavara,RU,2020-02-17 21:14:03,60.34,102.28,-4.54,100,57,0.54
429,Gerash,IR,2020-02-17 21:17:07,27.67,54.14,55.4,66,100,3.83
430,Sandwick,GB,2020-02-17 21:17:07,60.0,-1.25,44.6,81,28,32.21
431,Yorkton,CA,2020-02-17 21:17:07,51.22,-102.47,8.6,71,75,12.75
432,Burns Lake,CA,2020-02-17 21:17:07,54.23,-125.75,26.71,84,35,4.47
433,Lam Luk Ka,TH,2020-02-17 21:17:08,13.93,100.75,80.6,78,20,8.05
434,Angoche,MZ,2020-02-17 21:17:08,-16.23,39.91,76.5,97,100,5.7
435,Roma,US,2020-02-17 21:16:17,43.21,-75.46,33.01,58,20,8.05
436,Buncrana,IE,2020-02-17 21:17:08,55.13,-7.45,42.8,86,75,20.8
437,Narsaq,GL,2020-02-17 21:17:08,60.92,-46.05,14.0,51,75,2.24
438,Naousa,GR,2020-02-17 21:17:09,40.63,22.05,46.99,69,0,4.7
439,Skjervoy,NO,2020-02-17 21:17:09,70.03,20.97,35.6,80,75,5.82
440,Severobaykalsk,RU,2020-02-17 21:17:09,55.65,109.32,6.01,88,16,4.21
441,Japura,ID,2020-02-17 21:17:09,-0.32,102.35,73.92,95,95,1.79
442,Monrovia,LR,2020-02-17 21:13:32,6.3,-10.8,80.6,83,20,7.7
443,Rincon,US,2020-02-17 21:17:10,32.3,-81.24,63.0,77,75,9.17
444,Moroto,UG,2020-02-17 21:17:10,2.53,34.67,78.19,53,0,11.1
445,Santa Barbara,US,2020-02-17 21:12:42,34.42,-119.7,72.0,52,1,3.36
446,Ust-Abakan,RU,2020-02-17 21:17:10,53.85,91.37,1.4,84,40,1.07
447,Ca Mau,VN,2020-02-17 21:15:37,9.18,105.15,80.1,64,100,15.41
448,Jaciara,BR,2020-02-17 21:15:03,-15.97,-54.97,83.14,86,96,2.06
449,Ellensburg,US,2020-02-17 21:16:47,47.0,-120.55,48.2,33,20,3.36
450,Shingu,JP,2020-02-17 21:14:56,33.73,135.98,41.2,67,6,24.79
451,Pochutla,MX,2020-02-17 21:14:01,15.74,-96.47,91.4,41,20,11.41
452,Boyolangu,ID,2020-02-17 21:17:12,-8.12,111.89,72.37,87,97,2.57
453,Ekibastuz,KZ,2020-02-17 21:17:12,51.67,75.37,11.05,88,95,15.48
454,Provideniya,RU,2020-02-17 21:17:13,64.38,-173.3,6.8,84,90,24.61
455,Srednekolymsk,RU,2020-02-17 21:15:25,67.45,153.68,-12.8,97,87,6.91
456,Domoni,KM,2020-02-17 21:17:13,-12.26,44.53,84.99,69,85,3.74
457,Miraflores,MX,2020-02-17 21:17:13,19.22,-98.81,86.0,10,20,6.64
458,Sao Sepe,BR,2020-02-17 21:17:14,-30.16,-53.57,82.53,76,100,7.36
459,Seoul,KR,2020-02-17 21:16:45,37.57,126.98,21.2,78,1,1.12
460,Poronaysk,RU,2020-02-17 21:17:14,49.22,143.12,8.4,92,100,8.68
461,Nantucket,US,2020-02-17 21:17:14,41.28,-70.1,45.0,56,1,6.93
462,Coihaique,CL,2020-02-17 21:17:15,-45.58,-72.07,57.2,58,75,10.29
463,Saint-Jean-Port-Joli,CA,2020-02-17 21:17:15,47.22,-70.27,14.29,83,57,8.97
464,Mokshan,RU,2020-02-17 21:17:15,53.44,44.61,35.01,52,100,22.28
465,Jati,PK,2020-02-17 21:17:15,24.35,68.27,70.25,15,33,7.43
466,Kalmunai,LK,2020-02-17 21:15:35,7.42,81.82,78.62,67,23,13.02
467,Barras,BR,2020-02-17 21:17:16,-4.24,-42.29,77.0,94,100,4.25
468,Hue,VN,2020-02-17 21:17:16,16.47,107.6,62.6,100,75,8.05
469,Zyryanka,RU,2020-02-17 21:17:16,65.75,150.85,-16.47,95,81,4.43
470,Lorengau,PG,2020-02-17 21:17:17,-2.02,147.27,83.61,79,91,13.65
471,Krasnoselkup,RU,2020-02-17 21:17:17,65.7,82.47,11.46,95,100,14.43
472,Petropavlovsk-Kamchatskiy,RU,2020-02-17 21:17:17,53.05,158.65,-0.4,77,97,8.95
473,Amla,IN,2020-02-17 21:17:17,21.93,78.12,61.92,19,0,2.42
474,Semey,KZ,2020-02-17 21:17:18,50.41,80.23,17.74,92,100,6.4
475,Saint-Augustin,CA,2020-02-17 21:17:18,51.23,-58.65,19.15,92,99,12.86
476,Rundu,NA,2020-02-17 21:17:18,-17.93,19.77,77.0,69,37,1.12
477,Udachnyy,RU,2020-02-17 21:17:18,66.42,112.4,3.2,84,96,6.71
478,Abha,SA,2020-02-17 21:17:18,18.22,42.51,62.6,45,0,6.93
479,Baoding,CN,2020-02-17 21:17:19,38.85,115.49,32.68,44,0,5.41
480,Kamenka,RU,2020-02-17 21:17:19,51.32,42.77,34.0,83,100,14.0
481,Kavieng,PG,2020-02-17 21:17:19,-2.57,150.8,83.34,76,100,8.77
482,Bonavista,CA,2020-02-17 21:17:19,48.65,-53.11,33.01,85,100,1.01
483,Kaoma,ZM,2020-02-17 21:17:19,-14.78,24.8,66.27,94,19,2.75
484,North Bend,US,2020-02-17 21:17:20,43.41,-124.22,52.0,61,1,5.68
485,Lensk,RU,2020-02-17 21:17:20,60.73,114.93,-3.93,98,95,6.31
486,Nagarote,NI,2020-02-17 21:17:20,12.27,-86.56,91.4,41,20,20.8
487,Verkhnyaya Inta,RU,2020-02-17 21:17:20,65.98,60.31,20.23,84,100,16.31
488,Solnechnyy,RU,2020-02-17 21:17:21,50.72,136.63,1.74,83,0,6.53
489,Miri,MY,2020-02-17 21:17:21,4.41,114.01,75.2,94,75,2.24
490,Boueni,YT,2020-02-17 21:17:21,-12.9,45.08,82.4,88,100,4.7
491,Thessalon,CA,2020-02-17 21:17:21,46.25,-83.57,24.8,67,75,9.17
492,Umm Lajj,SA,2020-02-17 21:17:21,25.02,37.27,63.86,58,100,3.24
493,Hukuntsi,BW,2020-02-17 21:17:22,-24.0,21.75,70.72,89,100,18.63
494,Eyl,SO,2020-02-17 21:17:22,7.98,49.82,77.65,79,4,20.76
495,Pitimbu,BR,2020-02-17 21:17:22,-7.47,-34.81,84.2,74,20,13.87
496,Labuhan,ID,2020-02-17 21:17:22,-6.88,112.21,72.86,93,100,3.71
497,Sayyan,YE,2020-02-17 21:17:22,15.17,44.32,54.21,32,14,1.1
498,Kautokeino,NO,2020-02-17 21:17:23,69.01,23.04,20.39,78,100,4.45
499,Rock Sound,BS,2020-02-17 21:17:23,24.9,-76.2,75.02,81,46,13.02
500,Wad Rawah,SD,2020-02-17 21:17:07,15.16,33.14,72.46,18,12,13.2
501,Luba,GQ,2020-02-17 21:15:26,3.46,8.55,82.4,94,20,8.05
502,Mukhen,RU,2020-02-17 21:17:23,48.1,136.1,0.41,99,100,1.95
503,Pekalongan,ID,2020-02-17 21:17:24,-6.89,109.68,73.78,89,37,2.1
504,Kandalaksha,RU,2020-02-17 21:17:24,67.16,32.41,27.97,83,54,12.37
505,Westport,US,2020-02-17 21:15:07,41.14,-73.36,51.01,45,1,5.82
506,Jieshi,CN,2020-02-17 21:17:24,22.81,115.83,47.73,67,0,4.85
507,Acapulco,MX,2020-02-17 21:17:24,16.86,-99.89,86.0,70,5,9.17
508,Bryant,US,2020-02-17 21:17:25,34.6,-92.49,64.99,77,90,4.7
509,Port Augusta,AU,2020-02-17 21:17:25,-32.5,137.77,66.0,77,40,10.29
510,Qaqortoq,GL,2020-02-17 21:17:25,60.72,-46.03,14.0,51,75,2.24
511,Bathsheba,BB,2020-02-17 21:14:08,13.22,-59.52,82.4,69,40,23.04
512,Araouane,ML,2020-02-17 21:17:25,18.9,-3.53,77.02,10,35,8.46
513,Tecoanapa,MX,2020-02-17 21:17:26,16.52,-98.75,93.2,33,0,11.92
514,Linqing,CN,2020-02-17 21:17:26,36.85,115.71,33.89,34,0,7.96
515,Paamiut,GL,2020-02-17 21:17:26,61.99,-49.67,11.66,51,100,6.08
516,Tshane,BW,2020-02-17 21:17:26,-24.02,21.87,70.72,89,100,18.63
517,Debre Tabor,ET,2020-02-17 21:17:27,11.85,38.02,68.31,30,43,5.44
518,Vokhma,RU,2020-02-17 21:17:27,58.93,46.76,36.07,95,100,14.43
519,Oktyabrskoye,RU,2020-02-17 21:17:27,43.06,44.74,26.38,76,5,0.76
520,Tornio,FI,2020-02-17 21:17:27,65.85,24.13,32.0,96,14,11.41
521,Saint-Joseph,RE,2020-02-17 21:17:27,-21.37,55.62,77.0,88,75,14.99
522,San Quintin,MX,2020-02-17 21:17:28,30.48,-115.95,61.66,73,0,11.68
523,Lander,US,2020-02-17 21:17:28,42.83,-108.73,28.0,68,20,3.36
524,Ligayan,PH,2020-02-17 21:17:28,4.65,119.47,80.91,83,0,15.39
525,Zapresic,HR,2020-02-17 21:17:28,45.86,15.81,53.6,66,27,16.11
526,Sao Mateus,BR,2020-02-17 21:17:28,-18.72,-39.86,79.32,73,11,7.29
527,Chukhloma,RU,2020-02-17 21:17:29,58.75,42.68,36.77,94,99,14.07
528,Kurilsk,RU,2020-02-17 21:17:29,45.23,147.88,22.37,79,79,5.77
529,Tilichiki,RU,2020-02-17 21:17:29,60.47,166.1,-15.9,87,79,7.83
530,Koungou,YT,2020-02-17 21:17:29,-12.73,45.2,82.4,88,100,4.7
531,San Luis,AR,2020-02-17 21:17:29,-33.3,-66.34,87.44,45,8,22.1
532,Nanpiao,CN,2020-02-17 21:17:30,41.1,120.75,20.39,62,0,2.53
533,Sao Felix Do Xingu,BR,2020-02-17 21:17:30,-6.64,-51.99,80.56,93,100,1.48
534,Saint Anthony,US,2020-02-17 21:17:30,45.02,-93.22,37.4,74,90,4.7
535,Bereznik,RU,2020-02-17 21:17:30,62.86,42.71,34.29,96,100,14.03
536,Novyy Urengoy,RU,2020-02-17 21:17:31,66.08,76.63,7.38,92,83,19.06
537,Pyapon,MM,2020-02-17 21:17:31,16.28,95.68,61.81,88,0,2.73
538,Grand-Lahou,CI,2020-02-17 21:17:31,5.14,-5.02,82.42,83,0,10.58
539,Manadhoo,MV,2020-02-17 21:17:31,5.77,73.38,81.36,80,20,13.47
540,Constitucion,CL,2020-02-17 21:17:31,-35.33,-72.42,64.35,59,0,17.18
541,Katangli,RU,2020-02-17 21:17:32,51.71,143.23,-10.68,98,28,1.3
542,Saint-Pierre,RE,2020-02-17 21:17:32,-21.34,55.48,77.0,88,75,14.99
543,Lucea,JM,2020-02-17 21:17:32,18.45,-78.17,84.99,74,20,23.04
544,Usinsk,RU,2020-02-17 21:17:32,65.99,57.53,26.8,93,100,34.23
545,Hailar,CN,2020-02-17 21:17:32,49.2,119.7,-0.47,97,82,7.43
546,Cordele,US,2020-02-17 21:17:33,31.96,-83.78,64.4,82,90,4.7
